"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","unit_price","full_address"
"141","2020-01","BEDOK","4 ROOM","523","BEDOK NTH ST 3","13 TO 15",92,"New Generation",1979,"58 years 06 months",375000,4076.08695652174,"523 BEDOK NTH ST 3 Singapore"
"142","2020-01","BEDOK","4 ROOM","748B","BEDOK RESERVOIR CRES","13 TO 15",87,"DBSS",2014,"93 years 08 months",718000,8252.87356321839,"748B BEDOK RESERVOIR CRES Singapore"
"143","2020-01","BEDOK","4 ROOM","747C","BEDOK RESERVOIR CRES","10 TO 12",87,"DBSS",2014,"93 years 08 months",663000,7620.68965517241,"747C BEDOK RESERVOIR CRES Singapore"
"144","2020-01","BEDOK","4 ROOM","748B","BEDOK RESERVOIR CRES","13 TO 15",87,"DBSS",2014,"93 years 08 months",670000,7701.14942528736,"748B BEDOK RESERVOIR CRES Singapore"
"145","2020-01","BEDOK","4 ROOM","748B","BEDOK RESERVOIR CRES","01 TO 03",87,"DBSS",2014,"93 years 07 months",655000,7528.73563218391,"748B BEDOK RESERVOIR CRES Singapore"
"146","2020-01","BEDOK","4 ROOM","702","BEDOK RESERVOIR RD","04 TO 06",93,"New Generation",1980,"59 years 11 months",388000,4172.04301075269,"702 BEDOK RESERVOIR RD Singapore"
"147","2020-01","BEDOK","4 ROOM","627","BEDOK RESERVOIR RD","10 TO 12",91,"New Generation",1981,"60 years 03 months",4e+05,4395.6043956044,"627 BEDOK RESERVOIR RD Singapore"
"148","2020-01","BEDOK","4 ROOM","622","BEDOK RESERVOIR RD","10 TO 12",91,"New Generation",1981,"60 years 02 months",386500,4247.25274725275,"622 BEDOK RESERVOIR RD Singapore"
"149","2020-01","BEDOK","4 ROOM","718","BEDOK RESERVOIR RD","04 TO 06",104,"Model A",1984,"63 years",415000,3990.38461538462,"718 BEDOK RESERVOIR RD Singapore"
"150","2020-01","BEDOK","4 ROOM","126","BEDOK RESERVOIR RD","01 TO 03",89,"Simplified",1987,"66 years 03 months",380000,4269.66292134831,"126 BEDOK RESERVOIR RD Singapore"
"151","2020-01","BEDOK","4 ROOM","710","BEDOK RESERVOIR RD","10 TO 12",98,"New Generation",1980,"59 years 10 months",4e+05,4081.63265306122,"710 BEDOK RESERVOIR RD Singapore"
"152","2020-01","BEDOK","4 ROOM","143","BEDOK RESERVOIR RD","01 TO 03",104,"Model A",1987,"66 years",405000,3894.23076923077,"143 BEDOK RESERVOIR RD Singapore"
"153","2020-01","BEDOK","4 ROOM","110","BEDOK RESERVOIR RD","01 TO 03",91,"New Generation",1985,"64 years 06 months",365000,4010.98901098901,"110 BEDOK RESERVOIR RD Singapore"
"154","2020-01","BEDOK","4 ROOM","110","BEDOK RESERVOIR RD","10 TO 12",93,"New Generation",1985,"64 years 06 months",388000,4172.04301075269,"110 BEDOK RESERVOIR RD Singapore"
"155","2020-01","BEDOK","4 ROOM","628","BEDOK RESERVOIR RD","10 TO 12",93,"New Generation",1983,"62 years",395000,4247.31182795699,"628 BEDOK RESERVOIR RD Singapore"
"156","2020-01","BEDOK","4 ROOM","761","BEDOK RESERVOIR VIEW","04 TO 06",107,"Premium Apartment",2000,"79 years 11 months",535000,5000,"761 BEDOK RESERVOIR VIEW Singapore"
"157","2020-01","BEDOK","4 ROOM","767","BEDOK RESERVOIR VIEW","07 TO 09",105,"Premium Apartment",2000,"79 years 11 months",533800,5083.80952380952,"767 BEDOK RESERVOIR VIEW Singapore"
"158","2020-01","BEDOK","4 ROOM","771","BEDOK RESERVOIR VIEW","13 TO 15",105,"Premium Apartment",2000,"79 years 11 months",525000,5000,"771 BEDOK RESERVOIR VIEW Singapore"
"159","2020-01","BEDOK","4 ROOM","35","BEDOK STH AVE 2","01 TO 03",90,"Improved",1977,"56 years 08 months",338000,3755.55555555556,"35 BEDOK STH AVE 2 Singapore"
"160","2020-01","BEDOK","4 ROOM","6","BEDOK STH AVE 2","01 TO 03",82,"Improved",1976,"55 years",330000,4024.39024390244,"6 BEDOK STH AVE 2 Singapore"
"161","2020-01","BEDOK","4 ROOM","5","BEDOK STH AVE 2","07 TO 09",82,"Improved",1976,"55 years",315000,3841.46341463415,"5 BEDOK STH AVE 2 Singapore"
"162","2020-01","BEDOK","4 ROOM","166","BEDOK STH AVE 3","07 TO 09",105,"Model A",1985,"64 years 02 months",486000,4628.57142857143,"166 BEDOK STH AVE 3 Singapore"
"163","2020-01","BEDOK","4 ROOM","43","BEDOK STH RD","07 TO 09",84,"Improved",1977,"56 years 08 months",309000,3678.57142857143,"43 BEDOK STH RD Singapore"
"164","2020-01","BEDOK","4 ROOM","61","CHAI CHEE RD","10 TO 12",91,"New Generation",1982,"61 years 09 months",350000,3846.15384615385,"61 CHAI CHEE RD Singapore"
"165","2020-01","BEDOK","4 ROOM","10","CHAI CHEE RD","07 TO 09",90,"Model A",2001,"80 years 01 month",5e+05,5555.55555555556,"10 CHAI CHEE RD Singapore"
"166","2020-01","BEDOK","4 ROOM","655","JLN TENAGA","07 TO 09",108,"Model A",1996,"75 years 11 months",480000,4444.44444444444,"655 JLN TENAGA Singapore"
"167","2020-01","BEDOK","4 ROOM","659","JLN TENAGA","13 TO 15",106,"Model A",1996,"75 years 09 months",5e+05,4716.98113207547,"659 JLN TENAGA Singapore"
"168","2020-01","BEDOK","5 ROOM","415","BEDOK NTH AVE 2","19 TO 21",119,"Improved",1978,"57 years 10 months",6e+05,5042.01680672269,"415 BEDOK NTH AVE 2 Singapore"
"169","2020-01","BEDOK","5 ROOM","407","BEDOK NTH AVE 3","25 TO 27",118,"Improved",1980,"59 years 06 months",660000,5593.22033898305,"407 BEDOK NTH AVE 3 Singapore"
"170","2020-01","BEDOK","5 ROOM","405","BEDOK NTH AVE 3","16 TO 18",118,"Improved",1980,"59 years 06 months",633000,5364.40677966102,"405 BEDOK NTH AVE 3 Singapore"
"171","2020-01","BEDOK","5 ROOM","99","BEDOK NTH AVE 4","04 TO 06",123,"Standard",1978,"57 years 10 months",470000,3821.13821138211,"99 BEDOK NTH AVE 4 Singapore"
"172","2020-01","BEDOK","5 ROOM","94D","BEDOK NTH AVE 4","04 TO 06",132,"Model A",1993,"72 years 04 months",615000,4659.09090909091,"94D BEDOK NTH AVE 4 Singapore"
"173","2020-01","BEDOK","5 ROOM","99","BEDOK NTH AVE 4","10 TO 12",123,"Standard",1978,"57 years 10 months",490000,3983.73983739837,"99 BEDOK NTH AVE 4 Singapore"
"174","2020-01","BEDOK","5 ROOM","111","BEDOK NTH RD","01 TO 03",117,"Standard",1978,"57 years 05 months",380000,3247.86324786325,"111 BEDOK NTH RD Singapore"
"175","2020-01","BEDOK","5 ROOM","529","BEDOK NTH ST 3","07 TO 09",136,"Adjoined flat",1979,"58 years 07 months",590000,4338.23529411765,"529 BEDOK NTH ST 3 Singapore"
"176","2020-01","BEDOK","5 ROOM","601","BEDOK RESERVOIR RD","10 TO 12",123,"Improved",1982,"61 years 04 months",465000,3780.48780487805,"601 BEDOK RESERVOIR RD Singapore"
"177","2020-01","BEDOK","5 ROOM","611","BEDOK RESERVOIR RD","13 TO 15",123,"Improved",1993,"72 years 04 months",488000,3967.47967479675,"611 BEDOK RESERVOIR RD Singapore"
"178","2020-01","BEDOK","5 ROOM","147","BEDOK RESERVOIR RD","04 TO 06",122,"Improved",1987,"66 years 01 month",448000,3672.13114754098,"147 BEDOK RESERVOIR RD Singapore"
"179","2020-01","BEDOK","5 ROOM","112","BEDOK RESERVOIR RD","10 TO 12",125,"Improved",1985,"64 years 06 months",470000,3760,"112 BEDOK RESERVOIR RD Singapore"
"180","2020-01","BEDOK","5 ROOM","611","BEDOK RESERVOIR RD","07 TO 09",121,"Improved",1993,"72 years 04 months",5e+05,4132.23140495868,"611 BEDOK RESERVOIR RD Singapore"
"181","2020-01","BEDOK","5 ROOM","762","BEDOK RESERVOIR VIEW","13 TO 15",115,"Premium Apartment",2000,"79 years 11 months",650000,5652.17391304348,"762 BEDOK RESERVOIR VIEW Singapore"
"182","2020-01","BEDOK","5 ROOM","32","BEDOK STH AVE 2","22 TO 24",118,"Standard",1978,"57 years 02 months",638000,5406.77966101695,"32 BEDOK STH AVE 2 Singapore"
"183","2020-01","BEDOK","5 ROOM","14","BEDOK STH AVE 2","13 TO 15",133,"Model A",1995,"74 years 11 months",765000,5751.87969924812,"14 BEDOK STH AVE 2 Singapore"
"184","2020-01","BEDOK","5 ROOM","32","BEDOK STH AVE 2","19 TO 21",115,"Standard",1978,"57 years 02 months",512800,4459.13043478261,"32 BEDOK STH AVE 2 Singapore"
"185","2020-01","BEDOK","5 ROOM","1","CHAI CHEE RD","04 TO 06",133,"Model A",1983,"62 years 07 months",525000,3947.36842105263,"1 CHAI CHEE RD Singapore"
"186","2020-01","BEDOK","5 ROOM","805","CHAI CHEE RD","04 TO 06",126,"Improved",1993,"72 years 04 months",610000,4841.26984126984,"805 CHAI CHEE RD Singapore"
"187","2020-01","BEDOK","5 ROOM","670","JLN DAMAI","07 TO 09",128,"Improved",1996,"75 years 09 months",610000,4765.625,"670 JLN DAMAI Singapore"
"188","2020-01","BEDOK","5 ROOM","60","NEW UPP CHANGI RD","22 TO 24",120,"Standard",1977,"56 years 06 months",615000,5125,"60 NEW UPP CHANGI RD Singapore"
"189","2020-01","BEDOK","EXECUTIVE","94C","BEDOK NTH AVE 4","13 TO 15",143,"Apartment",1993,"72 years 04 months",758000,5300.6993006993,"94C BEDOK NTH AVE 4 Singapore"
"190","2020-01","BEDOK","EXECUTIVE","634","BEDOK RESERVOIR RD","07 TO 09",142,"Apartment",1993,"72 years 04 months",680000,4788.7323943662,"634 BEDOK RESERVOIR RD Singapore"
"191","2020-01","BEDOK","EXECUTIVE","643","BEDOK RESERVOIR RD","13 TO 15",143,"Apartment",1993,"72 years 04 months",798888,5586.62937062937,"643 BEDOK RESERVOIR RD Singapore"
"192","2020-01","BEDOK","EXECUTIVE","115","BEDOK RESERVOIR RD","07 TO 09",148,"Maisonette",1985,"64 years 09 months",580000,3918.91891891892,"115 BEDOK RESERVOIR RD Singapore"
"193","2020-01","BEDOK","EXECUTIVE","115","BEDOK RESERVOIR RD","04 TO 06",150,"Maisonette",1985,"64 years 09 months",630000,4200,"115 BEDOK RESERVOIR RD Singapore"
"194","2020-01","BEDOK","EXECUTIVE","10E","BEDOK STH AVE 2","04 TO 06",146,"Apartment",1993,"72 years 05 months",740000,5068.49315068493,"10E BEDOK STH AVE 2 Singapore"
"195","2020-01","BISHAN","3 ROOM","115","BISHAN ST 12","04 TO 06",64,"Simplified",1986,"65 years",387000,6046.875,"115 BISHAN ST 12 Singapore"
"196","2020-01","BISHAN","3 ROOM","195","BISHAN ST 13","01 TO 03",64,"Simplified",1988,"67 years",328000,5125,"195 BISHAN ST 13 Singapore"
"197","2020-01","BISHAN","3 ROOM","313","SHUNFU RD","01 TO 03",67,"New Generation",1985,"64 years 05 months",373000,5567.16417910448,"313 SHUNFU RD Singapore"
"198","2020-01","BISHAN","4 ROOM","150A","BISHAN ST 11","01 TO 03",84,"Simplified",1989,"68 years",392000,4666.66666666667,"150A BISHAN ST 11 Singapore"
"199","2020-01","BISHAN","4 ROOM","151","BISHAN ST 11","04 TO 06",93,"Simplified",1989,"68 years 02 months",420000,4516.12903225806,"151 BISHAN ST 11 Singapore"
"200","2020-01","BISHAN","4 ROOM","112","BISHAN ST 12","04 TO 06",84,"Simplified",1985,"64 years 05 months",480000,5714.28571428571,"112 BISHAN ST 12 Singapore"
"201","2020-01","BISHAN","4 ROOM","112","BISHAN ST 12","04 TO 06",84,"Simplified",1985,"64 years 06 months",510000,6071.42857142857,"112 BISHAN ST 12 Singapore"
"202","2020-01","BISHAN","4 ROOM","127","BISHAN ST 12","07 TO 09",83,"Simplified",1986,"65 years 11 months",472000,5686.74698795181,"127 BISHAN ST 12 Singapore"
"203","2020-01","BISHAN","4 ROOM","144","BISHAN ST 12","07 TO 09",104,"Model A",1988,"67 years 07 months",480000,4615.38461538462,"144 BISHAN ST 12 Singapore"
"204","2020-01","BISHAN","4 ROOM","141","BISHAN ST 12","07 TO 09",84,"Simplified",1988,"67 years 07 months",440000,5238.09523809524,"141 BISHAN ST 12 Singapore"
"205","2020-01","BISHAN","4 ROOM","122","BISHAN ST 12","07 TO 09",84,"Simplified",1986,"65 years 01 month",510000,6071.42857142857,"122 BISHAN ST 12 Singapore"
"206","2020-01","BISHAN","4 ROOM","115","BISHAN ST 12","01 TO 03",104,"Model A",1986,"65 years",590000,5673.07692307692,"115 BISHAN ST 12 Singapore"
"207","2020-01","BISHAN","4 ROOM","195","BISHAN ST 13","04 TO 06",85,"Simplified",1988,"67 years 01 month",445000,5235.29411764706,"195 BISHAN ST 13 Singapore"
"208","2020-01","BISHAN","4 ROOM","253","BISHAN ST 22","01 TO 03",112,"Model A",1992,"71 years 07 months",555000,4955.35714285714,"253 BISHAN ST 22 Singapore"
"209","2020-01","BISHAN","4 ROOM","236","BISHAN ST 22","04 TO 06",109,"Model A",1992,"71 years 04 months",508000,4660.5504587156,"236 BISHAN ST 22 Singapore"
"210","2020-01","BISHAN","4 ROOM","235","BISHAN ST 22","10 TO 12",113,"Model A",1992,"71 years 03 months",6e+05,5309.73451327434,"235 BISHAN ST 22 Singapore"
"211","2020-01","BISHAN","4 ROOM","285","BISHAN ST 22","13 TO 15",108,"Model A",1992,"71 years 06 months",670000,6203.7037037037,"285 BISHAN ST 22 Singapore"
"212","2020-01","BISHAN","4 ROOM","226","BISHAN ST 23","07 TO 09",102,"Model A",1992,"71 years 03 months",555000,5441.17647058824,"226 BISHAN ST 23 Singapore"
"213","2020-01","BISHAN","4 ROOM","214","BISHAN ST 23","04 TO 06",103,"Model A",1992,"71 years 03 months",485000,4708.73786407767,"214 BISHAN ST 23 Singapore"
"214","2020-01","BISHAN","4 ROOM","273A","BISHAN ST 24","28 TO 30",95,"DBSS",2011,"90 years 08 months",888888,9356.71578947368,"273A BISHAN ST 24 Singapore"
"215","2020-01","BISHAN","5 ROOM","103","BISHAN ST 12","04 TO 06",121,"Improved",1986,"65 years 10 months",690000,5702.47933884298,"103 BISHAN ST 12 Singapore"
"216","2020-01","BISHAN","5 ROOM","124","BISHAN ST 12","01 TO 03",121,"Improved",1987,"66 years 05 months",650000,5371.90082644628,"124 BISHAN ST 12 Singapore"
"217","2020-01","BISHAN","5 ROOM","101","BISHAN ST 12","01 TO 03",121,"Improved",1987,"66 years",672000,5553.71900826446,"101 BISHAN ST 12 Singapore"
"218","2020-01","BISHAN","5 ROOM","155","BISHAN ST 13","13 TO 15",121,"Improved",1987,"66 years 11 months",707000,5842.97520661157,"155 BISHAN ST 13 Singapore"
"219","2020-01","BISHAN","5 ROOM","165","BISHAN ST 13","13 TO 15",121,"Improved",1988,"67 years 08 months",640000,5289.25619834711,"165 BISHAN ST 13 Singapore"
"220","2020-01","BISHAN","5 ROOM","155","BISHAN ST 13","10 TO 12",131,"Improved",1987,"66 years 10 months",780000,5954.19847328244,"155 BISHAN ST 13 Singapore"
"221","2020-01","BISHAN","5 ROOM","166","BISHAN ST 13","01 TO 03",122,"Improved",1987,"66 years 11 months",685000,5614.75409836066,"166 BISHAN ST 13 Singapore"
"222","2020-01","BISHAN","5 ROOM","226","BISHAN ST 23","10 TO 12",139,"Model A",1992,"71 years 04 months",8e+05,5755.39568345324,"226 BISHAN ST 23 Singapore"
"223","2020-01","BISHAN","5 ROOM","214","BISHAN ST 23","04 TO 06",133,"Model A",1992,"71 years 03 months",698000,5248.12030075188,"214 BISHAN ST 23 Singapore"
"224","2020-01","BISHAN","5 ROOM","291","BISHAN ST 24","07 TO 09",121,"Premium Apartment",1998,"77 years 05 months",690000,5702.47933884298,"291 BISHAN ST 24 Singapore"
"225","2020-01","BISHAN","5 ROOM","273A","BISHAN ST 24","13 TO 15",120,"DBSS",2011,"90 years 07 months",860000,7166.66666666667,"273A BISHAN ST 24 Singapore"
"226","2020-01","BISHAN","5 ROOM","443","SIN MING AVE","04 TO 06",123,"Improved",1990,"69 years 01 month",690000,5609.75609756098,"443 SIN MING AVE Singapore"
"227","2020-01","BISHAN","5 ROOM","450","SIN MING AVE","10 TO 12",125,"Improved",1989,"69 years",7e+05,5600,"450 SIN MING AVE Singapore"
"228","2020-01","BISHAN","5 ROOM","444","SIN MING AVE","10 TO 12",125,"Improved",1990,"69 years 01 month",690000,5520,"444 SIN MING AVE Singapore"
"229","2020-01","BISHAN","EXECUTIVE","134","BISHAN ST 12","01 TO 03",151,"Apartment",1986,"65 years 10 months",780000,5165.56291390728,"134 BISHAN ST 12 Singapore"
"230","2020-01","BISHAN","EXECUTIVE","187","BISHAN ST 13","04 TO 06",146,"Maisonette",1987,"66 years 01 month",940000,6438.35616438356,"187 BISHAN ST 13 Singapore"
"231","2020-01","BISHAN","EXECUTIVE","187","BISHAN ST 13","01 TO 03",142,"Apartment",1987,"66 years 01 month",850000,5985.91549295775,"187 BISHAN ST 13 Singapore"
"232","2020-01","BISHAN","EXECUTIVE","261","BISHAN ST 22","04 TO 06",150,"Maisonette",1992,"71 years 07 months",880000,5866.66666666667,"261 BISHAN ST 22 Singapore"
"233","2020-01","BISHAN","EXECUTIVE","238","BISHAN ST 22","04 TO 06",149,"Maisonette",1992,"71 years 06 months",815000,5469.79865771812,"238 BISHAN ST 22 Singapore"
"234","2020-01","BISHAN","EXECUTIVE","212","BISHAN ST 23","04 TO 06",149,"Maisonette",1992,"71 years 03 months",913000,6127.51677852349,"212 BISHAN ST 23 Singapore"
"235","2020-01","BUKIT BATOK","3 ROOM","275","BT BATOK EAST AVE 4","01 TO 03",64,"Simplified",1987,"66 years 11 months",250000,3906.25,"275 BT BATOK EAST AVE 4 Singapore"
"236","2020-01","BUKIT BATOK","3 ROOM","272","BT BATOK EAST AVE 4","01 TO 03",64,"Simplified",1986,"65 years 08 months",235000,3671.875,"272 BT BATOK EAST AVE 4 Singapore"
"237","2020-01","BUKIT BATOK","3 ROOM","235","BT BATOK EAST AVE 5","04 TO 06",67,"New Generation",1985,"64 years 05 months",250000,3731.34328358209,"235 BT BATOK EAST AVE 5 Singapore"
"238","2020-01","BUKIT BATOK","3 ROOM","239","BT BATOK EAST AVE 5","01 TO 03",67,"New Generation",1985,"64 years 02 months",240000,3582.08955223881,"239 BT BATOK EAST AVE 5 Singapore"
"239","2020-01","BUKIT BATOK","3 ROOM","152","BT BATOK ST 11","04 TO 06",67,"New Generation",1998,"77 years",240000,3582.08955223881,"152 BT BATOK ST 11 Singapore"
"240","2020-01","BUKIT BATOK","3 ROOM","212","BT BATOK ST 21","07 TO 09",67,"New Generation",1985,"64 years 07 months",288000,4298.50746268657,"212 BT BATOK ST 21 Singapore"
"241","2020-01","BUKIT BATOK","3 ROOM","333","BT BATOK ST 32","04 TO 06",64,"Simplified",1987,"67 years",270000,4218.75,"333 BT BATOK ST 32 Singapore"
"242","2020-01","BUKIT BATOK","3 ROOM","318","BT BATOK ST 32","01 TO 03",68,"New Generation",1986,"65 years 03 months",260000,3823.52941176471,"318 BT BATOK ST 32 Singapore"
"243","2020-01","BUKIT BATOK","3 ROOM","324","BT BATOK ST 33","10 TO 12",64,"Simplified",1988,"67 years 04 months",235000,3671.875,"324 BT BATOK ST 33 Singapore"
"244","2020-01","BUKIT BATOK","3 ROOM","528","BT BATOK ST 51","01 TO 03",60,"Improved",1987,"66 years 06 months",245000,4083.33333333333,"528 BT BATOK ST 51 Singapore"
"245","2020-01","BUKIT BATOK","3 ROOM","533","BT BATOK ST 51","10 TO 12",60,"Improved",1988,"67 years 01 month",260000,4333.33333333333,"533 BT BATOK ST 51 Singapore"
"246","2020-01","BUKIT BATOK","3 ROOM","503","BT BATOK ST 52","04 TO 06",64,"Simplified",1987,"66 years 07 months",260000,4062.5,"503 BT BATOK ST 52 Singapore"
"247","2020-01","BUKIT BATOK","3 ROOM","523","BT BATOK ST 52","07 TO 09",60,"Improved",1987,"66 years 05 months",235000,3916.66666666667,"523 BT BATOK ST 52 Singapore"
"248","2020-01","BUKIT BATOK","3 ROOM","539","BT BATOK ST 52","04 TO 06",73,"Model A",1987,"66 years 04 months",282000,3863.01369863014,"539 BT BATOK ST 52 Singapore"
"249","2020-01","BUKIT BATOK","3 ROOM","539","BT BATOK ST 52","07 TO 09",73,"Model A",1987,"66 years 04 months",267000,3657.53424657534,"539 BT BATOK ST 52 Singapore"
"250","2020-01","BUKIT BATOK","3 ROOM","131","BT BATOK WEST AVE 6","10 TO 12",73,"Model A",1984,"64 years",262000,3589.04109589041,"131 BT BATOK WEST AVE 6 Singapore"
"251","2020-01","BUKIT BATOK","3 ROOM","135","BT BATOK WEST AVE 6","01 TO 03",68,"New Generation",1984,"63 years 11 months",248000,3647.05882352941,"135 BT BATOK WEST AVE 6 Singapore"
"252","2020-01","BUKIT BATOK","3 ROOM","178","BT BATOK WEST AVE 8","04 TO 06",73,"Model A",1984,"64 years",250000,3424.65753424658,"178 BT BATOK WEST AVE 8 Singapore"
"253","2020-01","BUKIT BATOK","3 ROOM","177","BT BATOK WEST AVE 8","01 TO 03",73,"Model A",1985,"64 years 01 month",242000,3315.06849315068,"177 BT BATOK WEST AVE 8 Singapore"
"254","2020-01","BUKIT BATOK","4 ROOM","258","BT BATOK EAST AVE 4","07 TO 09",103,"Model A",1985,"64 years 02 months",358000,3475.72815533981,"258 BT BATOK EAST AVE 4 Singapore"
"255","2020-01","BUKIT BATOK","4 ROOM","268","BT BATOK EAST AVE 4","04 TO 06",104,"Model A",1985,"64 years 07 months",350800,3373.07692307692,"268 BT BATOK EAST AVE 4 Singapore"
"256","2020-01","BUKIT BATOK","4 ROOM","239","BT BATOK EAST AVE 5","01 TO 03",93,"New Generation",1985,"64 years 01 month",330000,3548.38709677419,"239 BT BATOK EAST AVE 5 Singapore"
"257","2020-01","BUKIT BATOK","4 ROOM","161","BT BATOK ST 11","13 TO 15",104,"Model A",1984,"63 years 06 months",392000,3769.23076923077,"161 BT BATOK ST 11 Singapore"
"258","2020-01","BUKIT BATOK","4 ROOM","219","BT BATOK ST 21","07 TO 09",91,"New Generation",1985,"64 years 03 months",350800,3854.94505494505,"219 BT BATOK ST 21 Singapore"
"259","2020-01","BUKIT BATOK","4 ROOM","210","BT BATOK ST 21","04 TO 06",108,"Model A",1985,"64 years 04 months",385000,3564.81481481481,"210 BT BATOK ST 21 Singapore"
"260","2020-01","BUKIT BATOK","4 ROOM","288C","BT BATOK ST 25","07 TO 09",91,"Model A2",1998,"77 years 08 months",345000,3791.20879120879,"288C BT BATOK ST 25 Singapore"
"261","2020-01","BUKIT BATOK","4 ROOM","289E","BT BATOK ST 25","07 TO 09",101,"Model A",1998,"77 years 01 month",4e+05,3960.39603960396,"289E BT BATOK ST 25 Singapore"
"262","2020-01","BUKIT BATOK","4 ROOM","369","BT BATOK ST 31","01 TO 03",84,"Simplified",1985,"65 years",325888,3879.61904761905,"369 BT BATOK ST 31 Singapore"
"263","2020-01","BUKIT BATOK","4 ROOM","370","BT BATOK ST 31","04 TO 06",84,"Simplified",1985,"64 years 10 months",325000,3869.04761904762,"370 BT BATOK ST 31 Singapore"
"264","2020-01","BUKIT BATOK","4 ROOM","305","BT BATOK ST 31","04 TO 06",93,"New Generation",1985,"64 years 06 months",335000,3602.15053763441,"305 BT BATOK ST 31 Singapore"
"265","2020-01","BUKIT BATOK","4 ROOM","358","BT BATOK ST 31","04 TO 06",84,"Simplified",1986,"65 years 10 months",333000,3964.28571428571,"358 BT BATOK ST 31 Singapore"
"266","2020-01","BUKIT BATOK","4 ROOM","336","BT BATOK ST 32","07 TO 09",84,"Simplified",1986,"65 years 11 months",285000,3392.85714285714,"336 BT BATOK ST 32 Singapore"
"267","2020-01","BUKIT BATOK","4 ROOM","331","BT BATOK ST 33","04 TO 06",84,"Simplified",1986,"65 years 10 months",305000,3630.95238095238,"331 BT BATOK ST 33 Singapore"
"268","2020-01","BUKIT BATOK","4 ROOM","343","BT BATOK ST 34","04 TO 06",103,"Model A",1987,"66 years 02 months",325000,3155.33980582524,"343 BT BATOK ST 34 Singapore"
"269","2020-01","BUKIT BATOK","4 ROOM","420","BT BATOK WEST AVE 2","01 TO 03",94,"New Generation",1988,"67 years 05 months",310000,3297.87234042553,"420 BT BATOK WEST AVE 2 Singapore"
